scrape_date,source,deal_type,id,url,district,street,rooms,area_m2,floor,floor_num,floor_total,series,price_eur,price_per_m2,title
2026-09-05,ss.com,sale,57813122,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/ghino.html,Zolitude,Lejina 6,1,46.0,5/10,5,10,119-th,55000.0,1196.0,"Lv/eng/ru

Īpašnieki pārdod mājīgu un labi uzturētu 1-istabas"
2026-09-05,ss.com,sale,55577761,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/ahfbp.html,Zolitude,Gramzdas 17,1,46.0,7/9,7,9,119-th,60000.0,1304.0,"Без посредников. Продаётся квартира. 119-я серия. Rīgā, Zolitūde"
2026-09-05,ss.com,sale,57914850,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/fgpxk.html,Imanta,Anninmuizhas boule..,2,44.0,12/24,12,24,New,105000.0,2386.0,Īpašnieks pārdod divistabu dzīvokli ar kopējo platību 44 kvadrāt
2026-09-05,ss.com,sale,57788354,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/dxdxj.html,Imanta,Imantas 3в,2,49.0,3/5,3,5,Lit pr.,69000.0,1408.0,После капитального ремонта Готова для проживания Без обременений
2026-09-05,ss.com,sale,58029295,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/cleki.html,Imanta,Akaciju 6,2,60.0,9/9,9,9,New,141000.0,2350.0,"Продаётся стильная, светлая и уютная 2-комнатная квартира в совр"
2026-09-05,ss.com,sale,57926635,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/dkilh.html,Imanta,Zentenes 2,2,50.0,1/5,1,5,Lit pr.,50000.0,1000.0,Mājīgs un funkcionāls 2 istabu dzīvoklis Imantā – gatavs jaunaji
2026-09-05,ss.com,sale,57694385,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/cdojk.html,Imanta,Anninmuizhas boule..,2,50.0,4/5,4,5,Recon.,105000.0,2100.0,"Tikko Pēc Kvalitatīva Remonta - Pārdodu divistabu dzīvokli, kas"
2026-09-05,ss.com,sale,58032647,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/affkh.html,Imanta,Jurmalas g. 82/2,2,53.0,8/9,8,9,New,135000.0,2547.0,Могу продать нормальную квартиру. Окна на восток.
2026-09-05,ss.com,sale,58021706,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/glkbp.html,Imanta,Slokas 130A,2,61.0,4/7,4,7,New,141000.0,2311.0,"Pārdošanā 61, 1 m² plašs 2 istabu dzīvoklis projektā “Dammes Lie"
2026-09-05,ss.com,sale,57955044,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/dfpgo.html,Imanta,Kurzemes pr. 36,2,49.0,4/5,4,5,Lit pr.,62000.0,1265.0,Tiek pārdots 2-istabu dzīvoklis ar ļoti labu planojumu - divas i
2026-09-05,ss.com,sale,58030612,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/cnddi.html,Imanta,Dammes 22,2,38.0,1/5,1,5,467-th,57000.0,1500.0,"Продаётся теплая, тихая, отремонтированная квартира. Хороший вид"
2026-09-05,ss.com,sale,58029474,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/afxlg.html,Imanta,Kurzemes pr. 94,2,51.0,5/9,5,9,602-th,51000.0,1000.0,"Pārdod 2-istabu dzīvoklis. 

+ Dzīvoklis ir ļoti saulains, šād"
2026-09-05,ss.com,sale,58028942,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/dxchl.html,Imanta,Dammes 28,2,51.0,4/5,4,5,Lit pr.,82000.0,1608.0,"Pārdod 2 istabu dzīvokli ar kvalitatīvu remontu, pilnībā aprīkot"
2026-09-05,ss.com,sale,58024793,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/diikk.html,Imanta,Kurzemes pr. 46,2,38.0,1/5,1,5,Lit pr.,62000.0,1632.0,"Pārdod gaišu un pilnībā izremontētu 2 istabu dzīvokli 37, 88 m²"
2026-09-05,ss.com,sale,58037176,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/fjmeb.html,Imanta,Kurzemes pr. 104A,3,59.0,4/5,4,5,Lit pr.,56000.0,949.0,"Plašs trīs istabu dzīvoklis pagalma mājā Imantā, ļoti labā atraš"
2026-09-05,ss.com,sale,57585244,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bcobc.html,Imanta,Akaciju 2F,3,62.0,2/9,2,9,New,174758.0,2819.0,"Jaunais projekts Mimosa ir radīts cilvēkiem, kas zina, ko vēlas."
2026-09-05,ss.com,sale,57526187,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/cnpgl.html,Imanta,Kurzemes pr. 120,3,64.0,4/9,4,9,602-th,75900.0,1186.0,Продаётся светлая и уютная 3-комнатная квартира. Расположена на
2026-09-05,ss.com,sale,58035527,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/agdkm.html,Imanta,Jurmalas g. 82,3,72.0,3/9,3,9,New,185000.0,2569.0,"Tiek pārdots dzīvoklis mājas kompleksa ""Imantas Ozoli"". 

Dzīv"
2026-09-05,ss.com,sale,58032611,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/denkl.html,Imanta,Jurmalas g. 99,3,63.0,7/9,7,9,602-th,88000.0,1397.0,"Продаю светлую, тёплую, уютную 3-комнатную квартиру в Иманте. Бе"
2026-09-05,ss.com,sale,58031230,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/dcink.html,Imanta,Dammes 4,3,62.0,3/9,3,9,602-th,73000.0,1177.0,"Pārdod gaišu 3 istabu dzīvokli Rīgā, Imantā

Pārdošanā mājīgs"
2026-09-05,ss.com,sale,58030032,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/anopf.html,Imanta,Anninmuizhas stree..,3,101.0,13/18,13,18,New,180000.0,1782.0,"Plašs 3 istabu dzīvoklis projektā “Metropolia” – 100, 5 m² + aut"
2026-09-05,ss.com,sale,58005179,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/hxohd.html,Imanta,Anninmuizhas boule..,3,60.0,7/9,7,9,467-th,63000.0,1050.0,"Pārdod gaišu 3 istabu dzīvokli Imantā ar kopējo platību 59, 8 m²"
2026-09-05,ss.com,sale,57129805,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bcenk.html,Imanta,Jurmalas g. 74a,4,84.0,3/3,3,3,New,273000.0,3250.0,"Pārdošanā brīnišķīgs, moderns un gaišs 4 istabu dzīvoklis energo"
2026-09-05,ss.com,sale,58032518,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/eixmm.html,Imanta,Kurzemes pr. 118,4,78.0,8/9,8,9,602-th,91000.0,1167.0,Vienā no skaistākajām Imantas mikrorajona dzīvojamajām zonām Kur
2026-09-05,ss.com,sale,58030684,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/fonid.html,Imanta,Jurmalas g. 113b,4,113.0,3/3,3,3,New,249980.0,2212.0,Mūsdienīgs un plašs 4-istabu dzīvoklis ar unikālu terasi prestiž
2026-09-05,ss.com,sale,57349512,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/ebddj.html,Imanta,Kleistu 777,4,120.0,1/1,1,1,New,235900.0,1966.0,A+ klases jauna mājokļa sekcija/dzīvoklis slēgtā ciematā tūvu Im
2026-09-05,ss.com,sale,57696344,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/hfigi.html,Imanta,Akaciju 6,1,46.0,9/9,9,9,New,129900.0,2824.0,"Продаётся стильная, светлая , теплая и уютная квартира в совреме"
2026-09-05,ss.com,sale,57910447,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/afofh.html,Imanta,Kleistu 75,1,48.0,1/2,1,2,Pre-war house,65500.0,1365.0,"Skandināvu komforts vēsturiskajā Kleistu muižā
Tiek pārdots uni"
2026-09-05,ss.com,sale,58029412,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/edibo.html,Imanta,Zentenes 2,1,37.0,3/5,3,5,Lit pr.,39000.0,1054.0,"Īpašnieks pārdod 1, 5 istabas dzīvokli ideālā lokācijā. 
Dzīvok"
2026-09-05,ss.com,sale,58026856,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/ccohp.html,Imanta,Kleistu 19,1,36.0,9/9,9,9,602-th,42000.0,1167.0,"Pārdošanā 1 istabas dzīvoklis ideālā lokācijā. 

Dzīvoklis ir"
2026-09-05,ss.com,rent,58032166,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cdnljk.html,Sampeteris,Stendes 2,2,54.0,3/5,3,5,103-th,430.0,7.96,"54 m2 with balcony, 2 beds, hi tech equipment(55inch TV, Side by"
2026-09-05,ss.com,rent,57929059,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/adnex.html,Sampeteris,Stendes 5,2,60.0,3/5,3,5,New,550.0,9.17,Mēbelēts 2istabu dzīvoklis klusā zaļā apkārtnē. Studijas tipa vi
2026-09-05,ss.com,rent,58035097,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/fgkio.html,Sampeteris,Volguntes 21,2,50.0,5/5,5,5,Chrusch.,420.0,8.4,Ilgtermiņā izīrē gaišu 2 istabu dzīvokli klusā un zaļā apkārtnē
2026-09-05,ss.com,rent,57979199,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bmompd.html,Sampeteris,Lielirbes 11,2,69.0,6/30,6,30,New,700.0,10.14,"Izīrēju plašu 2 istabu dzīvokli projektā “Panorama Plaza”. 

V"
2026-09-05,ss.com,rent,58024051,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bfcni.html,Sampeteris,Volguntes 5,2,42.0,2/4,2,4,Chrusch.,350.0,8.33,Ilgtermiņā tiek izīrēts divistabu dzīvoklis Hruščova tipa mājā.
2026-09-05,ss.com,rent,57968452,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cifgd.html,Sampeteris,Astras 10a,2,50.0,2/3,2,3,Priv.house,345.0,6.9,"Izīrē lielisku labiekārtotu divistabu dzīvokli, pilnībā mēbelētu"
2026-09-05,ss.com,rent,58005118,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/acgih.html,Sampeteris,Spares 6,2,33.0,2/2,2,2,Pre-war house,195.0,5.91,"Izīrēju divistābu dzīvokli TC Spice rajonā. Krāsns apkure, dušas"
2026-09-05,ss.com,rent,57912157,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bmpfxf.html,Sampeteris,Kalnciema 106,2,57.0,2/5,2,5,103-th,440.0,7.72,No 1. septembra ilgtermiņā izīrē plašu un gaišu 2 istabu dzīvokl
2026-09-05,ss.com,rent,57863899,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/afebl.html,Sampeteris,Spares 3,2,35.0,3/3,3,3,Recon.,60.0,1.71,Piedāvājam izmantot mūsu mājīgos un pilnībā labiekārtotos aparta
2026-09-05,ss.com,rent,57976633,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bmxigh.html,Sampeteris,Lielirbes 15,2,57.0,6/30,6,30,New,850.0,14.91,"Panorama Residence dzīvoklis ar pārdomātu plānojumu, pilnu aprīk"
2026-09-05,ss.com,rent,57869482,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cldle.html,Sampeteris,Zalves 37,2,73.0,1/4,1,4,New,700.0,9.59,Tiek izīrēts 2 istabu dzīvoklis slēgtā dzīvojamā kompleksā.
2026-09-05,ss.com,rent,57959424,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bnxxcc.html,Sampeteris,Lielirbes 13,2,67.0,6/30,6,30,New,700.0,10.45,"Mūsdienīgs, 2-istabu dzīvoklis prestižā projektā Panorama Plaza."
2026-09-05,ss.com,rent,57800579,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bmpkko.html,Sampeteris,Lielirbes 9A,2,31.0,1/4,1,4,Recon.,600.0,19.35,Izīrē modernu 1.5 -istabu dzīvokli jaunā projektā – Lielirbes ie
2026-09-05,ss.com,rent,58040101,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cemcpd.html,Sampeteris,Volguntes 55,1,22.0,1/2,1,2,Priv.house,200.0,9.09,Izīrē mājīgu mēbelētu 22 kvadrātmetru istabu ar atsevišķu ieeju.
2026-09-05,ss.com,rent,58034902,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/cdnlkb.html,Sampeteris,Candera 25,1,28.0,3/5,3,5,Chrusch.,250.0,8.93,"Izīrē dzīvokli-tikai 10 min. līdz Rīgas centram un lidostai, 15"
2026-09-05,ss.com,rent,58033233,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/beohp.html,Sampeteris,Lielirbes 9A,1,24.0,1/4,1,4,Recon.,400.0,16.67,"Izīrē 1-istabas dzīvokli. 

Dzīvoklis pieejams no 01.10.2026."
2026-09-05,ss.com,rent,56947146,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/ghhbk.html,Sampeteris,Spares 3,1,16.0,1/3,1,3,Recon.,550.0,34.38,Labiekārtots ar visu nepieciešamo darbam vai atpūtai un ar bezma
2026-09-05,ss.com,rent,56873977,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bmxjbj.html,Sampeteris,Spares 3,1,18.0,1/3,1,3,New,600.0,33.33,Piedāvājam izmantot mūsu mājīgos un pilnībā labiekārtotos aparta
2026-09-05,ss.com,rent,57977027,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bmopgm.html,Sampeteris,Lielirbes 15,1,33.0,6/30,6,30,New,550.0,16.67,Panorāmas skats uz pilsētu un daudz dabīgās gaismas – 33 m² stud
2026-09-05,ss.com,rent,57972912,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/afdod.html,Sampeteris,Volguntes 27,1,15.0,2/5,2,5,Chrusch.,270.0,18.0,"Tiek izīrēta Viena istaba divu istabu dzivoklī. 
Istaba ir silt"
2026-09-05,ss.com,rent,57977138,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bmoopn.html,Sampeteris,Lielirbes 15,4,91.0,15/30,15,30,New,1380.0,15.16,"Plaša un pārdomāta dzīves telpa virs Rīgas – 91, 8 m² četru ista"
2026-09-05,ss.com,rent,57936676,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bmocoj.html,Sampeteris,Lielirbes 13,4,124.0,23/30,23,30,New,1450.0,11.69,Gaišs un plašs četristabu dzīvoklis projekta “Panorama Plaza” 23
2026-09-05,ss.com,rent,57958872,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/ecmio.html,Sampeteris,Lielirbes 13,4,125.0,24/30,24,30,New,1300.0,10.4,"Izīrē plašu un gaišu 125 m² četristabu dzīvokli Panorāma Plaza,"
2026-09-05,ss.com,rent,57274296,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/agong.html,Sampeteris,Zalves 43,4,205.0,1/4,1,4,New,1700.0,8.29,Plašs četristabu dzīvoklis ar terasi. Pilnīgi mēbelēts un aprīko
2026-09-05,ss.com,rent,58036214,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/aejji.html,Sampeteris,Zalves 52,3,63.0,1/5,1,5,103-th,490.0,7.78,"Īpašnieks ilgtermiņā izīrē izremontētu gaišu, plašu u ļoti siltu"
2026-09-05,ss.com,rent,58005092,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/fdchi.html,Sampeteris,Lielirbes 13,3,90.0,6/30,6,30,New,800.0,8.89,"Izīrē 89, 7 m² trīs istabu dzīvokli Panorama Plaza projektā, Lie"
2026-09-05,ss.com,rent,55883412,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/hhmlf.html,Sampeteris,Jurkalnes 75,3,120.0,1/3,1,3,New,950.0,7.92,Izīrē rindumājas sekciju jeb 3 istabu dzīvokli ar terasi un divā
2026-09-05,ss.com,rent,58004723,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/ebohf.html,Imanta,Kurzemes pr. 148,3,64.0,2/9,2,9,602-th,380.0,5.94,"3 istabas, Imanta, 2. stāvs, lodžija, saulains, ilgtermiņam, no"
2026-09-05,ss.com,rent,57605685,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/blbxbd.html,Imanta,Kurzemes pr. 94,3,63.0,8/9,8,9,602-th,450.0,7.14,Izīrē ilgtermiņā 3-istabu dzīvokli ērtā atrašanas vietā Imantas
2026-09-05,ss.com,rent,58016203,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/ixmme.html,Imanta,Progresa 3a,1,27.0,3/5,3,5,Lit pr.,400.0,14.81,Tiek izīrēts kompakts vienistabas dzīvoklis ilgtermiņa īrei Iman
2026-09-05,ss.com,rent,58011276,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/foldm.html,Imanta,Imantas 1. l. 11,1,15.0,2/2,2,2,Priv.house,380.0,25.33,Все включено. Порядочным людям сдаем комнату в частном доме. Ком
2026-09-05,ss.com,rent,58013510,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/fohhx.html,Imanta,Progresa 1,1,28.0,1/1,1,1,Lit pr.,260.0,9.29,"Владелец сдает в долгий срок квартиру - 1 комнату. 
Чистая, уют"
2026-09-05,ss.com,rent,57988036,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/ajflm.html,Imanta,Slokas 111h,1,46.0,4/4,4,4,New,500.0,10.87,"Ilgtermiņā tiek izīrēts moderns, gaišs un saulains dzīvoklis Ima"
2026-09-05,ss.com,rent,58011307,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/fxhge.html,Imanta,Anninmuizhas boule..,2,52.0,3/14,3,14,Spec. pr.,370.0,7.12,"Tiek izīrēts 2-istabu dzīvoklis trešajā stāvā, 14 stāvu mājā Spe"
2026-09-05,ss.com,rent,57996907,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/hgghm.html,Imanta,Anninmuizhas boule..,2,50.0,7/9,7,9,602-th,370.0,7.4,Tiek izīrēts 2-ist. dzīvoklis ar izolētam istabam. Dzīvoklī ir v
2026-09-05,ss.com,rent,57952062,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/gloeh.html,Imanta,Anninmuizhas boule..,2,60.0,15/18,15,18,New,650.0,10.83,"""Metropolia""
No 08.09.26. tiek izīrēts kvalitatīvs dzīvoklis ar"
2026-09-05,ss.com,rent,57945828,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/fhddl.html,Imanta,Kleistu 18,2,50.0,3/5,3,5,Lit pr.,400.0,8.0,"Divistabu dzīvoklis, pēc kapitālā remonta. Vēl nav neviens dzīvo"
2026-09-05,ss.com,rent,57891416,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/gkbfj.html,Imanta,Zentenes 24,2,50.0,4/5,4,5,Lit pr.,380.0,7.6,"Ilgtermiņā tiek izīrēts 2 istabu dzīvoklis. 
Dzīvoklis ar mēbel"
2026-09-05,ss.com,rent,57883769,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/hxjdf.html,Imanta,Kleistu 3,4,100.0,6/6,6,6,New,850.0,8.5,"Владелец сдаёт на длительный срок 4-комнатную квартиру. 
3 изол"
2026-09-05,ss.com,rent,57972406,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/aplfk.html,Imanta,Imantas 6B,4,85.0,1/2,1,2,Priv.house,750.0,8.82,На срок по договорености порядочной платежеспособной семье без в
2026-09-05,ss.com,sale,55208529,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/bcixod.html,Zolitude,Priedaines 13,3,208.0,5/5,5,5,Spec. pr.,227000.0,1091.0,Mūsdienīgs un plašs 3.istabu dzīvoklis ar biroju un plašu terasi
2026-09-05,ss.com,sale,57991864,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/eedhd.html,Zolitude,Anninmuizhas 7,3,131.0,8/10,8,10,New,188000.0,1435.0,Pārdošanā gaišs un plašs 131 m² dzīvoklis Zolitūdē ar skatu uz z
2026-09-05,ss.com,sale,55564836,https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/alcph.html,Zolitude,Anninmuizhas 20,3,100.0,3/5,3,5,New,155000.0,1550.0,Plašs 3 istabu dzīvoklis 100 m² ar pazemes autostāvvietu un noli
